郵遞區號,電腦局號,郵務局號,局名,電腦局名,郵務電話,儲匯電話,郵務傳真,縣市,鄉鎮市區,地址,經度,緯度,平常日提供服務,平常日延時提供服務,週六提供服務,週日提供服務,週一至週五 郵務,週一至週五 儲匯,週六,週日,提供郵務業務延時服務郵局 週一至週五,提供郵務及儲匯業務延時服務郵局 週一至週五,營業時間備註
90076,007121-3,900021,屏東六塊厝郵局,屏東21支,(08)7654-356,(08)7654-356,(08)7651-054,屏東縣,屏東市,光復路304號,120.477,22.6695,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
90081,007122-7,900022,屏東厚生郵局,屏東22支,(08)7522-841,(08)7522-841,(08)7530-114,屏東縣,屏東市,建國路182號,120.47926,22.66578,○,,○,,08:30-17:00 ,08:30-17:00 ,09:00-12:00 ,,,,
90841,007123-1,900023,長治繁華郵局,屏東23支,(08)7622-984,(08)7622-984,(08)7620-004,屏東縣,長治鄉,繁華村水源路90-1號,120.575213,22.701924,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
90088,007124-4,900024,屏東頭前溪郵局,屏東24支,(08)7520-804,(08)7520-804,(08)7530-024,屏東縣,屏東市,前進里清進巷79-6號,120.45196000000001,22.646959999999996,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
90546,007126-1,900026,里港郵局,屏東26支,(08)7752-057,(08)7752-057,(08)7756-444,屏東縣,里港鄉,春林村中山南路40號,120.494,22.7722,○,,○,,08:30-17:00 ,08:30-17:00 ,09:00-12:00 ,,,,
90544,007127-5,900027,里港三和路郵局,屏東27支,(08)7732-163,(08)7732-163,(08)7732-644,屏東縣,里港鄉,三廓村三和路127-1號,120.503,22.8097,○,,,,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,,,,,
90641,007128-9,900028,高樹郵局,屏東28支,(08)7962-054,(08)7962-054,(08)7965-054,屏東縣,高樹鄉,高樹村興中路327號,120.6,22.8263,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
85191,007129-2,900029,茂林郵局,屏東29支,(07)6801-156,(07)6801-156,(07)6801-354,高雄市,茂林區,茂林里8-3號,120.676484,22.884619,○,,,,08:30-12:00 12:30-16:30,08:30-12:00 12:30-16:30,,,,,
91341,007130-4,900030,萬丹郵局,屏東30支,(08)7772-251,(08)7772-251,(08)7762-444,屏東縣,萬丹鄉,萬全村萬丹路1段402號,120.49016,22.58844,○,,○,,08:30-17:30 ,08:30-17:00 ,09:00-12:00 ,,,,
90443,007131-8,900031,九如郵局,屏東31支,(08)7392-914,(08)7392-914,(08)7390-948,屏東縣,九如鄉,東寧路190號,120.49,22.7337,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
90745,007132-1,900032,鹽埔鹽中郵局,屏東32支,(08)7935-572,(08)7935-572,(08)7935-573,屏東縣,鹽埔鄉,鹽中村勝利路81-2號,120.576135,22.756875,○,,,,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,,,,,
91241,007133-5,900033,內埔郵局,屏東33支,(08)7782-887,(08)7792-054,(08)7791-104,屏東縣,內埔鄉,內埔村文化路277號,120.567,22.6127,○,,○,,08:30-17:30 ,08:30-17:00 ,09:00-12:00 ,,,,
91245,007134-9,900034,內埔龍泉郵局,屏東34支,(08)7701-221,(08)7701-221,(08)7704-024,屏東縣,內埔鄉,龍潭村昭勝路265號,120.601,22.6724,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
91250,007135-2,900035,內埔豐田郵局,屏東35支,(08)7782-229,(08)7782-229,(08)7784-014,屏東縣,內埔鄉,豐田村中正路310號,120.54397999999999,22.632040000000003,○,,,,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,,,,,
91246,007136-6,900036,內埔建興郵局,屏東36支,(08)7702-444,(08)7702-444,(08)7704-014,屏東縣,內埔鄉,建興村100號(屏東榮家內),120.57531999999999,22.659680000000005,○,,,,08:30-12:00 12:30-16:30,08:30-12:00 12:30-16:30,,,,,營業日為每週一、四。(遇國定假日，停止營業)<br>
91201,007137-0,900037,內埔學府郵局,屏東37支,(08)7700-625,(08)7700-625,(08)7704-034,屏東縣,內埔鄉,老埤村學府路1號(屏東科技大學內),120.596,22.6412,○,,,,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,,,,,
91350,007138-3,900038,萬丹社皮郵局,屏東38支,(08)7076-110,(08)7076-110,(08)7076-112,屏東縣,萬丹鄉,社皮村大昌路471號,120.466988,22.616783,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
94043,007139-7,900039,枋寮郵局,屏東39支,(08)8782-130,(08)8785-983,(08)8781-414,屏東縣,枋寮鄉,中山路194號,120.595,22.3668,○,,○,,08:30-17:00 ,08:30-17:00 ,09:00-12:00 ,,,,
94041,007140-9,900040,枋寮水底寮郵局,屏東40支,(08)8712-359,(08)8712-359,(08)8710-130,屏東縣,枋寮鄉,中山路2段258號,120.592,22.3703,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
94151,007141-2,900041,枋山郵局,屏東41支,(08)8771-219,(08)8771-219,(08)8770-190,屏東縣,枋山鄉,舊庄路47號,120.662572,22.252092,○,,,,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,,,,,
94249,007142-6,900042,春日郵局,屏東42支,(08)8786-375,(08)8786-375,(08)8780-131,屏東縣,春日鄉,春日路13號,120.63,22.372,○,,,,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,,,,,
94642,007143-0,900043,恆春郵局,屏東43支,(08)8898-053,(08)8892-194,(08)8897-481,屏東縣,恆春鎮,恆西路1巷32號,120.742,22.0028,○,,○,,08:30-17:30 ,08:30-17:00 ,09:00-12:00 ,,,,
94644,007145-7,900045,恆春墾丁郵局,屏東45支,(08)8861-442,(08)8861-442,(08)8861-254,屏東縣,恆春鎮,恆西路1巷32號,120.742222,22.001666,○,,,,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,,,,,
94643,007146-1,900046,恆春南門郵局,屏東46支,(08)8899-190,(08)8899-190,(08)8895-924,屏東縣,恆春鎮,中正路51號,120.745,22.0024,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
94441,007147-4,900047,車城郵局,屏東47支,(08)8821-046,(08)8821-046,(08)8821-274,屏東縣,車城鄉,福興村中山路54號,120.71346,22.074040000000004,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
94541,007148-8,900048,牡丹郵局,屏東48支,(08)8831-050,(08)8831-050,(08)8831-204,屏東縣,牡丹鄉,石門村石門路31-3號,120.77367,22.12613,○,,,,08:30-12:00 12:30-16:30,08:30-12:00 12:30-16:30,,,,,
94741,007149-1,900049,滿州郵局,屏東49支,(08)8801-110,(08)8801-110,(08)8802-024,屏東縣,滿州鄉,中山路25號,120.838,22.0187,○,,,,08:30-12:00 12:30-16:30,08:30-12:00 12:30-16:30,,,,,
92043,007150-3,900050,潮州郵局,屏東50支,(08)7884-650,(08)7882-146,(08)7804-538,屏東縣,潮州鎮,光春路13號,120.537,22.5446,○,,○,,08:30-17:30 ,08:30-17:00 ,09:00-12:00 ,,,,
92046,007151-7,900051,潮州新生路郵局,屏東51支,(08)7882-934,(08)7882-934,(08)7884-224,屏東縣,潮州鎮,新生路115號,120.538,22.5513,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
92341,007152-1,900052,萬巒郵局,屏東52支,(08)7812-784,(08)7812-784,(08)7810-140,屏東縣,萬巒鄉,萬和村中正路10號,120.56742999999999,22.57238,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
92141,007153-4,900053,泰武郵局,屏東53支,(08)7832-817,(08)7832-817,(08)7830-004,屏東縣,泰武鄉,佳平村佳平巷102號,120.651,22.6053,○,,,,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,,,,,營業日為每週二、三、五。(遇國定假日，停止營業)<br>
92241,007154-8,900054,來義郵局,屏東54支,(08)7850-064,(08)7850-064,(08)7851-324,屏東縣,來義鄉,古樓村中正路6號,120.637,22.5266,○,,,,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,,,,,
92046,007155-1,900055,潮州南進路郵局,屏東55支,(08)788-0525,(08)788-0525,(08)788-4024,屏東縣,潮州鎮,長興路1-13、1-15號,120.54258000000002,22.550800000000002,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
92641,007156-5,900056,南州郵局,屏東56支,(08)8642-096,(08)8642-096,(08)8645-445,屏東縣,南州鄉,仁里村三民路9號,120.511,22.4899,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
92442,007157-9,900057,崁頂郵局,屏東57支,(08)8631-116,(08)8631-116,(08)8632-445,屏東縣,崁頂鄉,崁頂村中正路220號,120.511,22.5133,○,,,,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,,,,,
91144,007158-2,900058,竹田郵局,屏東58支,(08)7712-347,(08)7712-347,(08)7712-154,屏東縣,竹田鄉,竹田村中山路28號,120.54020999999999,22.586699999999997,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
91142,007159-6,900059,竹田西勢郵局,屏東59支,(08)7797-644,(08)7797-644,(08)7792-444,屏東縣,竹田鄉,西勢村光明路12-1號,120.529291,22.619962,○,,,,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,,,,,
92541,007160-8,900060,新埤郵局,屏東60支,(08)7971-013,(08)7971-013,(08)7971-102,屏東縣,新埤鄉,新埤村新華路123號,120.552,22.4713,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
92741,007161-1,900061,林邊郵局,屏東61支,(08)8752-152,(08)8752-152,(08)8754-044,屏東縣,林邊鄉,中林村中山路116號,120.513,22.4372,○,,○,,08:30-17:00 ,08:30-17:00 ,09:00-12:00 ,,,,
93143,007162-5,900062,佳冬郵局,屏東62支,(08)8662-047,(08)8662-047,(08)8662-544,屏東縣,佳冬鄉,佳冬村佳和路86號,120.552,22.4144,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
92843,007163-9,900063,東港中正路郵局,屏東63支,(08)8336-257,(08)8322-140,(08)8351-244,屏東縣,東港鎮,頂新里中正路183號,120.45071999999999,22.46865,○,,○,,08:30-17:30 ,08:30-17:00 ,09:00-12:00 ,,,,
92849,007164-2,900064,東港郵局,屏東64支,(08)8329-468,(08)8329-468,(08)8354-592,屏東縣,東港鎮,光復路1段293號,120.456111,22.469722,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
93245,007165-6,900065,新園郵局,屏東65支,(08)8681-047,(08)8681-047,(08)8682-404,屏東縣,新園鄉,仙吉村仙吉路40號,120.46,22.5403,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
93241,007166-0,900066,新園烏龍郵局,屏東66支,(08)8329-373,(08)8329-373,(08)8354-595,屏東縣,新園鄉,中洲村南興路106號,120.457,22.4804,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
92941,007167-3,900067,琉球郵局,屏東67支,(08)8612-507,(08)8612-507,(08)8613-718,屏東縣,琉球鄉,本福村中山路105號,120.381,22.3511,○,,,,08:00-16:00 ,08:00-16:00 ,,,,,
50091,008100-7,500000,彰化中央路郵局,彰化901支,(04)7616-690,(04)7616-690,(04)7620-440,彰化縣,彰化市,中央路270號,120.527,24.0682,○,,○,,08:30-18:00 ,08:30-17:30 ,09:00-12:00 ,,,,
50861,008101-1,500001,和美郵局,彰化1支,(04)7552-223,(04)7554-650,(04)7567-053,彰化縣,和美鎮,彰美路5段331號,120.499,24.1111,○,,○,,08:30-18:00 ,08:30-17:30 ,09:00-12:00 ,,,,
50341,008102-4,500002,花壇郵局,彰化2支,(04)7874-640,(04)7862-049,(04)7870-349,彰化縣,花壇鄉,中正路316號,120.539,24.0257,○,,○,,08:30-18:00 ,08:30-17:30 ,09:00-12:00 ,,,,
50065,008103-8,500003,彰化府前郵局,彰化3支,(04)7227-883,(04)7227-883,(04)7263-029,彰化縣,彰化市,中山路2段377號,120.544,24.075,○,,,,08:30-18:00 ,08:30-17:00 ,,,,,
50044,008104-1,500004,彰化市仔尾郵局,彰化4支,(04)7229-924,(04)7229-924,(04)7263-031,彰化縣,彰化市,中正路1段214號,120.548,24.0839,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
50062,008105-5,500005,彰化過溝仔郵局,彰化5支,(04)7235-319,(04)7235-319,(04)7263-032,彰化縣,彰化市,彰美路1段166號,120.538,24.0887,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
50241,008106-9,500006,芬園郵局,彰化6支,(049)2522-517,(049)2522-517,(049)2526-544,彰化縣,芬園鄉,芬草路2段225號,120.629,24.0133,○,,○,,08:30-17:00 ,08:30-17:00 ,09:00-12:00 ,,,,
50046,008107-2,500007,彰化西門郵局,彰化7支,(04)7221-128,(04)7221-128,(04)7263-035,彰化縣,彰化市,中華路369號,120.536,24.0761,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
50743,008108-6,500008,線西郵局,彰化8支,(04)7585-624,(04)7585-624,(04)7583-058,彰化縣,線西鄉,和線路949號,120.47114,24.1304,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
50081,008109-0,500009,彰化臺化郵局,彰化9支,(04)7238-021,(04)7238-021,(04)7263-036,彰化縣,彰化市,中山路3段359號,120.562,24.0875,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
50842,008110-1,500010,和美中寮郵局,彰化10支,(04)735-3397,(04)735-3397,(04)735-3327,彰化縣,和美鎮,彰新路3段123、125號,120.53044000000001,24.10622,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
50063,008111-5,500011,彰化南瑤郵局,彰化11支,(04)7236-849,(04)7236-849,(04)7263-038,彰化縣,彰化市,中山路2段49號,120.54014000000001,24.06878,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
50077,008112-9,500012,彰化中庄仔郵局,彰化12支,(04)7321-905,(04)7321-905,(04)7323-406,彰化縣,彰化市,彰南路1段115號,120.568,24.0878,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
50094,008113-2,500013,彰化南郭郵局,彰化13支,(04)7114-541,(04)7114-541,(04)7115-744,彰化縣,彰化市,介壽北路88號,120.54806,24.069369999999996,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
50007,008114-6,500014,彰化師大郵局,彰化14支,(04)7255-700,(04)7255-700,(04)7263-040,彰化縣,彰化市,進德路1號,120.55602,24.08151,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
50091,008115-0,500015,彰化莿桐腳郵局,彰化15支,(04)7524-746,(04)7524-746,(04)7617-350,彰化縣,彰化市,彰水路35-7號,120.51891339999999,24.061801399999997,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
50448,008117-7,500017,秀水郵局,彰化17支,(04)7692-024,(04)7692-024,(04)7698-409,彰化縣,秀水鄉,彰水路2段583號,120.49642,24.03045,○,,○,,08:30-18:00 ,08:30-17:00 ,09:00-12:00 ,,,,
50941,008118-1,500018,伸港郵局,彰化18支,(04)7982-139,(04)7982-139,(04)7984-014,彰化縣,伸港鄉,中山路100號,120.485,24.1468,○,,○,,08:30-18:00 ,08:30-17:00 ,09:00-12:00 ,,,,
50048,008119-4,500019,彰化曉陽郵局,彰化19支,(04)7236-215,(04)7236-215,(04)7263-041,彰化縣,彰化市,民族路267號,120.539,24.0718,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
50066,008120-6,500020,彰化永安街郵局,彰化20支,(04)7248-790,(04)7248-790,(04)7263-042,彰化縣,彰化市,永安街198號,120.545,24.0874,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
50087,008121-0,500021,彰化大竹郵局,彰化21支,(04)7386-609,(04)7386-609,(04)7323-412,彰化縣,彰化市,彰南路2段209號,120.582,24.0849,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
50971,008122-3,500022,伸港全興郵局,彰化22支,(04)7990-818,(04)7990-818,(04)7990-820,彰化縣,伸港鄉,興工路67號,120.51092,24.171149999999997,○,,,,09:00-13:00 13:30-17:00,09:00-13:00 13:30-17:00,,,,,
50061,008123-7,500023,彰化光復路郵局,彰化23支,(04)7221-130,(04)7221-130,(04)7261-984,彰化縣,彰化市,光復路130號,120.54059,24.08065,○,○,○,,08:30-21:00 ,08:30-21:00 ,09:00-12:00 ,,,○,
51452,008124-1,500024,溪湖郵局,彰化24支,04-8852142,04-8852142,04-8859644,彰化縣,溪湖鎮,彰水路3段430號,120.48020050000001,23.962774499999995,○,,○,,08:30-18:00 ,08:30-17:30 ,09:00-12:00 ,,,,
51641,008125-4,500025,埔鹽郵局,彰化25支,(04)8659-430,(04)8659-430,(04)8659-560,彰化縣,埔鹽鄉,彰水路2段100號,120.47680999999999,23.997700000000002,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
51450,008126-8,500026,溪湖湖西郵局,彰化26支,(04)8810-642,(04)8810-642,(04)8815-634,彰化縣,溪湖鎮,大公路34號,120.47554,23.96081,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
50571,008127-1,500027,鹿港郵局,彰化27支,(04)7780-162,(04)7772-044,(04)7767-365,彰化縣,鹿港鎮,成功路1號,120.43266000000003,24.055210000000006,○,,○,,08:30-18:00 ,08:30-17:30 ,09:00-12:00 ,,,,
50649,008128-5,500028,福興郵局,彰化28支,(04)7775-418,(04)7775-418,(04)7774-024,彰化縣,福興鄉,員鹿路2段184號,120.43626,24.03967,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
50543,008129-9,500029,鹿港頂番郵局,彰化29支,(04)7711-673,(04)7711-673,(04)7715-524,彰化縣,鹿港鎮,鹿和路4段147號,120.485555,24.091111,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
50544,008130-1,500030,鹿港彰濱郵局,彰化30支,(04)7770-958,(04)7770-958,(04)7774-004,彰化縣,鹿港鎮,鹿草路1段449號,120.436047,24.065498,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
50662,008131-4,500031,福興福工郵局,彰化31支,(04)7696-145,(04)7696-145,(04)7698-415,彰化縣,福興鄉,福工路1號,120.48702999999999,24.01174,○,,,,09:00-17:00 ,09:00-17:00 ,,,,,
50541,008132-8,500032,鹿港草港郵局,彰化32支,(04)7712-983,(04)7712-983,(04)7715-424,彰化縣,鹿港鎮,頂草路4段406號,120.45915000000001,24.10791,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
52148,008133-1,500033,北斗郵局,彰化33支,(04)8882-047,(04)8870-468,(04)8884-475,彰化縣,北斗鎮,光復路226號,120.52429000000001,23.87489,○,,○,,08:30-18:00 ,08:30-17:30 ,09:00-12:00 ,,,,
52341,008134-5,500034,埤頭郵局,彰化34支,(04)8922-044,(04)8922-044,(04)8921-004,彰化縣,埤頭鄉,斗苑西路187號,120.461,23.8913,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
52241,008135-9,500035,田尾郵局,彰化35支,(04)8832-425,(04)8832-425,(04)8833-304,彰化縣,田尾鄉,光復路3段26號,120.52874,23.89231,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
52342,008136-2,500036,埤頭路口厝郵局,彰化36支,(04)8893-404,(04)8893-404,(04)8894-274,彰化縣,埤頭鄉,溪林路273號,120.46,23.8467,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
52446,008137-6,500037,溪州郵局,彰化37支,(04)8895-039,(04)8895-039,(04)8894-224,彰化縣,溪州鄉,中央路3段321號,120.495,23.8515,○,,○,,08:30-17:00 ,08:30-17:00 ,09:00-12:00 ,,,,
52662,008138-0,500038,二林郵局,彰化38支,(04)8964-284,(04)8960-081,(04)8967-182,彰化縣,二林鎮,仁愛路707號,120.366944,23.903888,○,,○,,08:30-18:00 ,08:30-17:30 ,09:00-12:00 ,,,,
52773,008139-3,500039,大城郵局,彰化39支,(04)8941-038,(04)8941-038,(04)8944-049,彰化縣,大城鄉,北平路35號,120.322,23.8561,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
52864,008140-5,500040,芳苑郵局,彰化40支,(04)8983-137,(04)8983-137,(04)8983-824,彰化縣,芳苑鄉,斗苑路芳苑段231號,120.3182,23.92486,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
52541,008141-9,500041,竹塘郵局,彰化41支,(04)8972-004,(04)8972-004,(04)8972-134,彰化縣,竹塘鄉,竹林路1段366號,120.42907,23.8585,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
52657,008142-2,500042,二林萬興郵局,彰化42支,(04)8682-582,(04)8682-582,(04)8683-087,彰化縣,二林鎮,二溪路6段290號,120.42269,23.954499999999996,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
52860,008143-6,500043,芳苑王功郵局,彰化43支,(04)8936-308,(04)8936-308,(04)8936-104,彰化縣,芳苑鄉,芳漢路王功段300、302號,120.34244999999999,23.966929999999998,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
52858,008144-0,500044,芳苑草湖郵局,彰化44支,(04)8861-787,(04)8861-787,(04)8863-014,彰化縣,芳苑鄉,建平村二溪路草2段462號,120.38211000000001,23.95747,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
51044,008145-3,500045,員林郵局,彰化45支,(04)8324-541-18,(04)8324-541-12,(04)8349-334,彰化縣,員林市,員東路2段490號,120.5775,23.957499,○,○,○,,08:30-18:30 ,08:30-17:30 ,09:00-12:00 ,,,○,
51547,008146-7,500046,大村郵局,彰化46支,(04)8522-774,(04)8522-774,(04)8520-144,彰化縣,大村鄉,大溪路2號,120.545,23.9942,○,,○,,08:30-17:30 ,08:30-17:00 ,09:00-12:00 ,,,,
51347,008147-1,500047,埔心郵局,彰化47支,(04)8291-748,(04)8291-748,(04)8291-444,彰化縣,埔心鄉,忠義北路70號,120.54310000000001,23.954889999999995,○,,○,,08:30-17:30 ,08:30-17:00 ,09:00-12:00 ,,,,
51061,008148-4,500048,員林員水路郵局,彰化48支,(04)8323-744,(04)8323-744,(04)8321-044,彰化縣,員林市,員水路1段338號,120.597222,23.951388,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
51050,008149-8,500049,員林三橋郵局,彰化49支,(04)8336-830,(04)8336-830,(04)8340-544,彰化縣,員林市,大同路2段137號,120.57609,23.968799999999998,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
51048,008150-0,500050,員林西門郵局,彰化50支,(04)8353-980,(04)8353-980,(04)8340-244,彰化縣,員林市,新生路85號,120.5686,23.95831,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
51247,008151-3,500051,永靖郵局,彰化51支,(04)8221-927,(04)8221-927,(04)8220-344,彰化縣,永靖鄉,永靖街27號,120.547,23.9204,○,,○,,08:30-17:30 ,08:30-17:00 ,09:00-12:00 ,,,,
51045,008152-7,500052,員林南門郵局,彰化52支,(04)8344-597,(04)8344-597,(04)8331-044,彰化縣,員林市,中正路63、65號,120.576,23.9508,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
51346,008153-1,500053,埔心太平郵局,彰化53支,(04)8357-508,(04)8357-508,(04)8330-944,彰化縣,埔心鄉,中山路66、68號,120.56024400000001,23.940268000000003,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
51041,008154-4,500054,員林中正路郵局,彰化54支,(04)8349-424,(04)8349-424,(04)8344-573,彰化縣,員林市,中正路457號,120.57221,23.9585,○,,○,,08:30-17:30 ,08:30-17:00 ,09:00-12:00 ,,,,
51147,008155-8,500055,社頭郵局,彰化55支,(04)8732-201,(04)8732-201,(04)8721-084,彰化縣,社頭鄉,員集路2段195號,120.588,23.8983,○,,○,,08:30-18:00 ,08:30-17:00 ,09:00-12:00 ,,,,
51151,008156-1,500056,社頭湳雅郵局,彰化56支,(04)8721-038,(04)8721-038,(04)8730-744,彰化縣,社頭鄉,山腳路3段325號,120.60457,23.919169999999998,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
53043,008157-5,500057,二水郵局,彰化57支,(04)8790-133,(04)8790-133,(04)8790-094,彰化縣,二水鄉,員集路3段741號,120.6154,23.81148,○,,,,08:30-17:30 ,08:30-17:00 ,,,,,
52048,008158-9,500058,田中郵局,彰化58支,(04)8742-140,(04)8742-140,(04)8740-499,彰化縣,田中鎮,員集路2段305號,120.586,23.8569,○,,○,,08:30-18:00 ,08:30-17:30 ,09:00-12:00 ,,,,
52044,008159-2,500059,田中內灣郵局,彰化59支,(04)8750-243,(04)8750-243,(04)8740-699,彰化縣,田中鎮,中南路2段430號,120.60548999999999,23.852909999999998,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,自106年9月1日起，營業日調整為每週一至週四。<br>
52047,008160-4,500060,田中三潭郵局,彰化60支,(04)8750-242,(04)8750-242,(04)8740-599,彰化縣,田中鎮,員集路2段616號,120.586,23.8636,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
50853,008161-8,500061,和美道周郵局,彰化61支,(04)7553-527,(04)7553-527,(04)7554-811,彰化縣,和美鎮,山犁里道周路458、460號,120.49467000000001,24.10885,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
97054,009100-3,970000,花蓮國安郵局,花蓮901支,(03)8331-141轉278,(03)8331-141轉220,(03)8324-200,花蓮縣,花蓮市,中山路408號,121.60418,23.98392,○,○,○,,08:30-19:00 ,08:30-17:30 ,09:00-12:00 ,,,○,
97048,009101-7,970001,花蓮舊車站郵局,花蓮1支,(03)8353-773,(03)8353-773,(03)8330-094,花蓮縣,花蓮市,中山路92號,121.611,23.9752,○,,,,08:30-12:30 13:30-17:00,08:30-12:30 13:30-17:00,,,,,
97043,009102-1,970002,花蓮南京街郵局,花蓮2支,(03)8323-307,(03)8323-307,(03)8330-314,花蓮縣,花蓮市,南京街221號,121.607325,23.975465000000003,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
97145,009104-8,970004,新城北埔郵局,花蓮4支,(03)8266-674,(03)8266-674,(03)8260-004,花蓮縣,新城鄉,大漢村光復路578號,121.60361999999999,24.04084,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
97253,009105-1,970005,秀林天祥郵局,花蓮5支,(03)8691-128,(03)8691-128,(03)8691-134,花蓮縣,秀林鄉,富世村天祥21號,121.49497999999998,24.18284,○,,,,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,,,,,
97161,009106-5,970006,新城郵局,花蓮6支,(03)8611-629,(03)8611-629,(03)8611-946,花蓮縣,新城鄉,新城村中山路45號,121.653,24.126,○,,,,08:30-12:30 13:00-16:30,08:30-12:30 13:00-16:30,,,,,
97060,009107-9,970007,花蓮府前路郵局,花蓮7支,(03)8222-824,(03)8222-824,(03)8223-474,花蓮縣,花蓮市,府前路146號,121.622,23.9903,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,五一勞動節(每年5月1日)正常營業。<br>
97365,009108-2,970008,吉安郵局,花蓮8支,(03)8521-279,(03)8521-279,(03)8527-664,花蓮縣,吉安鄉,慶豐村吉安路2段280號,121.56678,23.97857,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
97063,009109-6,970009,花蓮下美崙郵局,花蓮9支,(03)8222-441,(03)8222-441,(03)8223-284,花蓮縣,花蓮市,民權路132號,121.631,23.9936,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
97352,009110-8,970010,吉安仁里郵局,花蓮10支,(03)8520-442,(03)8520-442,(03)8527-584,花蓮縣,吉安鄉,仁里村中正路1段48號,121.593,23.9675,○,,,,08:30-17:00 ,08:30-17:00 ,,,,,
